core_case_id,corpus,topic_id,agent_field,memory_condition,ranker,policy,selected_count,gold_available_cluster_count,gold_cluster_recall_at_k,gold_cluster_recall_null_reason,gold_cluster_capacity_coverage_at_k,gold_cluster_precision,gold_cluster_precision_null_reason,selected_redundancy,strict_topic_label_match,shortfall
corpus_expanded__learning_reward__learning__related__stage_a_supplement__novelty,corpus_expanded,learning_reward,learning,related,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__learning__related__stage_a_supplement__recognition,corpus_expanded,learning_reward,learning,related,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__learning__unrelated__stage_a_reference__balanced,corpus_expanded,learning_reward,learning,unrelated,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__learning__unrelated__stage_a_reference__novelty,corpus_expanded,learning_reward,learning,unrelated,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__learning__unrelated__stage_a_reference__recognition,corpus_expanded,learning_reward,learning,unrelated,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__learning__unrelated__stage_a_supplement__balanced,corpus_expanded,learning_reward,learning,unrelated,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__learning__unrelated__stage_a_supplement__novelty,corpus_expanded,learning_reward,learning,unrelated,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__learning__unrelated__stage_a_supplement__recognition,corpus_expanded,learning_reward,learning,unrelated,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__science__empty__stage_a_reference__balanced,corpus_expanded,learning_reward,science,empty,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__science__empty__stage_a_reference__novelty,corpus_expanded,learning_reward,science,empty,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__science__empty__stage_a_reference__recognition,corpus_expanded,learning_reward,science,empty,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__science__empty__stage_a_supplement__balanced,corpus_expanded,learning_reward,science,empty,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__science__empty__stage_a_supplement__novelty,corpus_expanded,learning_reward,science,empty,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__science__empty__stage_a_supplement__recognition,corpus_expanded,learning_reward,science,empty,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__science__related__stage_a_reference__balanced,corpus_expanded,learning_reward,science,related,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__science__related__stage_a_reference__novelty,corpus_expanded,learning_reward,science,related,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__science__related__stage_a_reference__recognition,corpus_expanded,learning_reward,science,related,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__science__related__stage_a_supplement__balanced,corpus_expanded,learning_reward,science,related,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__science__related__stage_a_supplement__novelty,corpus_expanded,learning_reward,science,related,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__science__related__stage_a_supplement__recognition,corpus_expanded,learning_reward,science,related,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__science__unrelated__stage_a_reference__balanced,corpus_expanded,learning_reward,science,unrelated,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__science__unrelated__stage_a_reference__novelty,corpus_expanded,learning_reward,science,unrelated,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__science__unrelated__stage_a_reference__recognition,corpus_expanded,learning_reward,science,unrelated,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__science__unrelated__stage_a_supplement__balanced,corpus_expanded,learning_reward,science,unrelated,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__science__unrelated__stage_a_supplement__novelty,corpus_expanded,learning_reward,science,unrelated,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__science__unrelated__stage_a_supplement__recognition,corpus_expanded,learning_reward,science,unrelated,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__agents__empty__stage_a_reference__balanced,corpus_expanded,science_collaboration,agents,empty,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__agents__empty__stage_a_reference__novelty,corpus_expanded,science_collaboration,agents,empty,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__agents__empty__stage_a_reference__recognition,corpus_expanded,science_collaboration,agents,empty,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__agents__empty__stage_a_supplement__balanced,corpus_expanded,science_collaboration,agents,empty,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__agents__empty__stage_a_supplement__novelty,corpus_expanded,science_collaboration,agents,empty,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__agents__empty__stage_a_supplement__recognition,corpus_expanded,science_collaboration,agents,empty,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__agents__related__stage_a_reference__balanced,corpus_expanded,science_collaboration,agents,related,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__agents__related__stage_a_reference__novelty,corpus_expanded,science_collaboration,agents,related,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__agents__related__stage_a_reference__recognition,corpus_expanded,science_collaboration,agents,related,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__agents__related__stage_a_supplement__balanced,corpus_expanded,science_collaboration,agents,related,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__agents__related__stage_a_supplement__novelty,corpus_expanded,science_collaboration,agents,related,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__agents__related__stage_a_supplement__recognition,corpus_expanded,science_collaboration,agents,related,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__agents__unrelated__stage_a_reference__balanced,corpus_expanded,science_collaboration,agents,unrelated,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__agents__unrelated__stage_a_reference__novelty,corpus_expanded,science_collaboration,agents,unrelated,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__agents__unrelated__stage_a_reference__recognition,corpus_expanded,science_collaboration,agents,unrelated,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__agents__unrelated__stage_a_supplement__balanced,corpus_expanded,science_collaboration,agents,unrelated,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__agents__unrelated__stage_a_supplement__novelty,corpus_expanded,science_collaboration,agents,unrelated,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__agents__unrelated__stage_a_supplement__recognition,corpus_expanded,science_collaboration,agents,unrelated,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__learning__empty__stage_a_reference__balanced,corpus_expanded,science_collaboration,learning,empty,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__learning__empty__stage_a_reference__novelty,corpus_expanded,science_collaboration,learning,empty,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__learning__empty__stage_a_reference__recognition,corpus_expanded,science_collaboration,learning,empty,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__learning__empty__stage_a_supplement__balanced,corpus_expanded,science_collaboration,learning,empty,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__learning__empty__stage_a_supplement__novelty,corpus_expanded,science_collaboration,learning,empty,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__learning__empty__stage_a_supplement__recognition,corpus_expanded,science_collaboration,learning,empty,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__learning__related__stage_a_reference__balanced,corpus_expanded,science_collaboration,learning,related,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__learning__related__stage_a_reference__novelty,corpus_expanded,science_collaboration,learning,related,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__learning__related__stage_a_reference__recognition,corpus_expanded,science_collaboration,learning,related,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__learning__related__stage_a_supplement__balanced,corpus_expanded,science_collaboration,learning,related,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__learning__related__stage_a_supplement__novelty,corpus_expanded,science_collaboration,learning,related,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__learning__related__stage_a_supplement__recognition,corpus_expanded,science_collaboration,learning,related,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__learning__unrelated__stage_a_reference__balanced,corpus_expanded,science_collaboration,learning,unrelated,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__learning__unrelated__stage_a_reference__novelty,corpus_expanded,science_collaboration,learning,unrelated,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__learning__unrelated__stage_a_reference__recognition,corpus_expanded,science_collaboration,learning,unrelated,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__learning__unrelated__stage_a_supplement__balanced,corpus_expanded,science_collaboration,learning,unrelated,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__learning__unrelated__stage_a_supplement__novelty,corpus_expanded,science_collaboration,learning,unrelated,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__learning__unrelated__stage_a_supplement__recognition,corpus_expanded,science_collaboration,learning,unrelated,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__science__empty__stage_a_reference__balanced,corpus_expanded,science_collaboration,science,empty,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__science__empty__stage_a_reference__novelty,corpus_expanded,science_collaboration,science,empty,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__science__empty__stage_a_reference__recognition,corpus_expanded,science_collaboration,science,empty,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__science__empty__stage_a_supplement__balanced,corpus_expanded,science_collaboration,science,empty,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__science__empty__stage_a_supplement__novelty,corpus_expanded,science_collaboration,science,empty,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__science__empty__stage_a_supplement__recognition,corpus_expanded,science_collaboration,science,empty,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__science__related__stage_a_reference__balanced,corpus_expanded,science_collaboration,science,related,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__science__related__stage_a_reference__novelty,corpus_expanded,science_collaboration,science,related,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__science__related__stage_a_reference__recognition,corpus_expanded,science_collaboration,science,related,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__science__related__stage_a_supplement__balanced,corpus_expanded,science_collaboration,science,related,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__science__related__stage_a_supplement__novelty,corpus_expanded,science_collaboration,science,related,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__science__related__stage_a_supplement__recognition,corpus_expanded,science_collaboration,science,related,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__science__unrelated__stage_a_reference__balanced,corpus_expanded,science_collaboration,science,unrelated,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__science__unrelated__stage_a_reference__novelty,corpus_expanded,science_collaboration,science,unrelated,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__science__unrelated__stage_a_reference__recognition,corpus_expanded,science_collaboration,science,unrelated,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__science_collaboration__science__unrelated__stage_a_supplement__balanced,corpus_expanded,science_collaboration,science,unrelated,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
